local family body tail mid ilab slab post
INLAND 379 170.394547 82.062586 21.190963 19.608087 13.556188 6.125825
INLAND 379 170.394547 84.062586 21.190963 19.608087 15.556188 4.125825
INLAND 385 157.051645 73.963572 18.954545 NA        NA        6.190111
INLAND 385 165.394547 84.062586 21.190963 21.608087 20.556188 7.125825
INLAND 386 165.051645 82.963572 20.954545 20.638325 15.809951 6.190111
INLAND 386 171.394547 87.062586 21.190963 23.608087 15.556188 6.125825
INLAND 452 163.051645 NA        20.954545 19.638325 15.809951 6.190111
INLAND 452 164.394547 78.062586 19.190963 19.608087 15.556188 6.125825
INLAND 452 165.394547 81.062586 19.190963 19.608087 15.556188 6.125825
INLAND 452 166.394547 81.062586 19.190963 19.608087 15.556188 7.125825
INLAND 452 167.394547 79.062586 17.190963 18.608087 15.556188 6.125825
INLAND 452 168.394547 81.062586 21.190963 18.608087 15.556188 6.125825
INLAND 470 163.051645 81.963572 20.954545 19.638325 16.809951 7.190111
INLAND 470 157.394547 NA        21.190963 19.608087 15.556188 6.125825
INLAND 470 165.394547 68.062586 19.190963 19.608087 16.556188 6.125825
INLAND 474 170.051645 77.963572 20.954545 19.638325 15.809951 6.190111
INLAND 474 NA         85.062586 21.190963 20.608087 15.556188 6.125825
INLAND 482 165.051645 69.963572 20.954545 19.638325 15.809951 6.190111
INLAND 482 155.394547 81.062586 21.190963 20.608087 15.556188 6.125825
INLAND 482 155.394547 85.062586 21.190963 19.608087 15.556188 6.125825
INLAND 482 159.394547 84.062586 21.190963 22.608087 15.556188 6.125825
INLAND 482 161.394547 78.062586 21.190963 22.608087 15.556188 7.125825
INLAND 482 161.394547 83.062586 21.190963 21.608087 15.556188 6.125825
INLAND 485 161.051645 81.963572 20.954545 19.638325 15.809951 6.190111
INLAND 485 164.394547 83.062586 21.190963 21.608087 15.556188 6.125825
INLAND 485 168.394547 79.062586 21.190963 21.608087 16.556188 6.125825
INLAND 485 172.394547 85.062586 21.190963 21.608087 15.556188 6.125825
INLAND 486 167.051645 79.963572 18.954545 19.638325 15.809951 6.190111
INLAND 486 NA         NA        NA        22.608087 15.556188 6.125825
INLAND 904 168.051645 NA        18.954545 21.638325 15.809951 6.190111
INLAND 904 168.394547 79.062586 19.190963 19.608087 15.556188 8.125825
INLAND 904 168.394547 80.062586 19.190963 19.608087 15.556188 6.125825
INLAND 904 168.394547 82.062586 21.190963 19.608087 15.556188 6.125825
INLAND 904 171.394547 78.062586 19.190963 19.608087 15.556188 6.125825
INLAND 906 170.051645 80.963572 18.954545 19.638325 15.809951 6.190111
INLAND 906 166.394547 80.062586 19.190963 19.608087 16.556188 6.125825
INLAND 906 168.394547 78.062586 21.190963 20.608087 15.556188 5.125825
INLAND 906 170.394547 79.062586 21.190963 19.608087 15.556188 6.125825
INLAND 906 173.394547 80.062586 21.190963 19.608087 15.556188 6.125825
INLAND 908 168.051645 NA        20.954545 19.638325 15.809951 6.190111
INLAND 908 164.394547 83.062586 21.190963 19.608087 15.556188 6.125825
INLAND 908 164.394547 83.062586 21.190963 21.608087 15.556188 6.125825
INLAND 908 162.394547 78.062586 19.190963 20.608087 15.556188 6.125825
INLAND 908 166.394547 81.062586 21.190963 19.608087 15.556188 5.125825
INLAND 908 168.394547 74.062586 19.190963 19.608087 15.556188 6.125825
INLAND 917 160.051645 NA        20.954545 19.638325 15.809951 6.190111
INLAND 917 166.394547 79.062586 21.190963 19.608087 15.556188 5.125825
INLAND 921 163.051645 74.963572 18.954545 19.638325 15.809951 7.190111
INLAND 921 149.394547 75.062586 21.190963 19.608087 15.556188 6.125825
INLAND 921 158.394547 78.062586 21.190963 19.608087 15.556188 6.125825
INLAND 921 170.394547 86.062586 21.190963 19.608087 16.556188 5.125825
INLAND 921 171.394547 89.062586 19.190963 18.608087 15.556188 6.125825
INLAND 922 165.051645 79.963572 20.954545 19.638325 15.809951 6.190111
INLAND 922 161.394547 79.062586 21.190963 19.608087 15.556188 6.125825
INLAND 922 165.394547 76.062586 21.190963 19.608087 15.556188 6.125825
INLAND 922 166.394547 74.062586 21.190963 19.608087 17.556188 7.125825
INLAND 922 169.394547 79.062586 21.190963 19.608087 17.556188 7.125825
INLAND 923 166.051645 82.963572 20.954545 19.638325 15.809951 6.190111
INLAND 923 166.394547 82.062586 21.190963 20.608087 15.556188 6.125825
INLAND 923 173.394547 81.062586 21.190963 19.608087 15.556188 6.125825
INLAND 926 169.051645 77.963572 20.954545 19.638325 15.809951 6.190111
INLAND 926 165.394547 71.062586 19.190963 19.608087 16.556188 6.125825
INLAND 926 165.394547 79.062586 19.190963 19.608087 18.556188 6.125825
INLAND 926 167.394547 80.062586 21.190963 20.608087 18.556188 5.125825
INLAND 926 169.394547 82.062586 21.190963 19.608087 17.556188 6.125825
INLAND 926 172.394547 74.062586 21.190963 17.608087 17.556188 7.125825
INLAND 927 158.051645 82.963572 20.954545 19.638325 15.809951 7.190111
INLAND 927 157.394547 82.062586 19.190963 19.608087 15.556188 6.125825
INLAND 927 159.394547 72.062586 17.190963 19.608087 15.556188 6.125825
INLAND 927 159.394547 79.062586 21.190963 19.608087 16.556188 6.125825
INLAND 927 160.394547 74.062586 19.190963 19.608087 15.556188 6.125825
INLAND 927 161.394547 78.062586 19.190963 19.608087 15.556188 6.125825
INLAND 927 169.394547 86.062586 19.190963 19.608087 15.556188 6.125825
INLAND 930 162.051645 83.963572 18.954545 20.638325 15.809951 6.190111
INLAND 930 160.394547 83.062586 19.190963 19.608087 16.556188 6.125825
INLAND 930 163.394547 77.062586 21.190963 19.608087 17.556188 5.125825
INLAND 930 167.394547 85.062586 21.190963 19.608087 15.556188 6.125825
INLAND 931 170.051645 80.963572 20.954545 20.638325 16.809951 6.190111
INLAND 931 163.394547 81.062586 21.190963 19.608087 16.556188 4.125825
INLAND 931 173.394547 85.062586 21.190963 19.608087 15.556188 6.125825
INLAND 931 172.394547 77.062586 21.190963 19.608087 15.556188 6.125825
INLAND 931 174.394547 82.062586 21.190963 19.608087 16.556188 6.125825
INLAND 933 168.051645 83.963572 18.954545 21.638325 16.809951 6.190111
INLAND 933 168.394547 84.062586 19.190963 19.608087 14.556188 7.125825
INLAND 935 163.051645 NA        20.954545 19.638325 15.809951 6.190111
INLAND 935 164.394547 79.062586 19.190963 19.608087 21.556188 7.125825
INLAND 935 159.394547 76.062586 19.190963 19.608087 15.556188 6.125825
INLAND 935 167.394547 77.062586 19.190963 18.608087 14.556188 6.125825
INLAND 936 167.051645 81.963572 18.954545 23.638325 15.809951 6.190111
INLAND 936 NA         76.062586 21.190963 19.608087 15.556188 6.125825
INLAND 936 NA         87.062586 21.190963 19.608087 16.556188 7.125825
INLAND 936 163.394547 78.062586 21.190963 19.608087 15.556188 6.125825
INLAND 936 171.394547 78.062586 21.190963 20.608087 15.556188 6.125825
INLAND 936 172.394547 79.062586 19.190963 19.608087 16.556188 7.125825
INLAND 936 174.394547 81.062586 21.190963 19.608087 16.556188 6.125825
INLAND 936 174.394547 85.062586 19.190963 19.608087 15.556188 7.125825
INLAND 937 161.051645 NA        18.954545 19.638325 15.809951 6.190111
INLAND 937 156.394547 72.062586 19.190963 19.608087 15.556188 6.125825
INLAND 937 159.394547 74.062586 21.190963 19.608087 16.556188 6.125825
INLAND 937 159.394547 73.062586 21.190963 19.608087 15.556188 6.125825
INLAND 937 166.394547 NA        19.190963 19.608087 15.556188 6.125825
INLAND 938 169.051645 NA        20.954545 19.638325 15.809951 6.190111
INLAND 938 166.394547 75.062586 19.190963 19.608087 15.556188 6.125825
INLAND 938 172.394547 78.062586 21.190963 19.608087 15.556188 6.125825
INLAND 938 172.394547 83.062586 21.190963 19.608087 15.556188 6.125825
INLAND 941 169.051645 75.963572 18.954545 19.638325 15.809951 6.190111
INLAND 941 161.394547 76.062586 19.190963 19.608087 15.556188 4.125825
INLAND 941 163.394547 75.062586 21.190963 19.608087 14.556188 7.125825
INLAND 941 165.394547 72.062586 19.190963 21.608087 15.556188 6.125825
INLAND 941 165.394547 77.062586 21.190963 19.608087 15.556188 6.125825
INLAND 941 169.394547 71.062586 19.190963 20.608087 14.556188 6.125825
INLAND 941 169.394547 77.062586 19.190963 19.608087 15.556188 7.125825
INLAND 941 172.394547 77.062586 21.190963 19.608087 16.556188 5.125825
INLAND 942 168.051645 NA        18.954545 21.638325 15.809951 6.190111
INLAND 942 164.394547 79.062586 19.190963 19.608087 15.556188 6.125825
INLAND 942 165.394547 75.062586 19.190963 19.608087 15.556188 5.125825
INLAND 943 167.051645 87.963572 18.954545 20.638325 15.809951 8.190111
INLAND 943 163.394547 83.062586 21.190963 19.608087 17.556188 7.125825
INLAND 943 165.394547 80.062586 21.190963 19.608087 16.556188 7.125825
INLAND 943 166.394547 80.062586 21.190963 19.608087 15.556188 6.125825
INLAND 943 169.394547 83.062586 21.190963 19.608087 15.556188 6.125825
INLAND 944 166.051645 81.963572 20.954545 20.638325 15.809951 6.190111
INLAND 944 164.394547 79.062586 19.190963 19.608087 15.556188 6.125825
INLAND 946 161.051645 79.963572 20.954545 19.638325 15.809951 6.190111
INLAND 946 165.394547 87.062586 19.190963 21.608087 16.556188 6.125825
INLAND 946 165.394547 83.062586 19.190963 20.608087 15.556188 8.125825
INLAND 948 161.051645 NA        20.954545 19.638325 15.809951 6.190111
INLAND 948 NA        77.062586 21.190963 19.608087 15.556188 5.125825
INLAND 948 167.394547 73.062586 21.190963 19.608087 15.556188 6.125825
INLAND 948 163.394547 78.062586 21.190963 19.608087 15.556188 6.125825
INLAND 948 173.394547 79.062586 21.190963 19.608087 15.556188 6.125825
INLAND 949 164.051645 80.963572 18.954545 19.638325 15.809951 6.190111
INLAND 949 NA         NA        19.190963 18.608087 15.556188 4.125825
INLAND 949 157.394547 81.062586 21.190963 19.608087 15.556188 8.125825
INLAND 949 171.394547 84.062586 19.190963 19.608087 15.556188 6.125825
INLAND 950 166.051645 NA        20.954545 20.638325 15.809951 6.190111
INLAND 950 165.394547 82.062586 21.190963 20.608087 17.556188 6.125825
INLAND 950 168.394547 84.062586 19.190963 20.608087 17.556188 5.125825
INLAND 950 168.394547 88.062586 21.190963 22.608087 15.556188 6.125825
INLAND 950 169.394547 82.062586 21.190963 20.608087 15.556188 6.125825
INLAND 950 169.394547 89.062586 21.190963 19.608087 15.556188 6.125825
INLAND 950 170.394547 86.062586 21.190963 20.608087 15.556188 6.125825
INLAND 950 172.394547 84.062586 21.190963 21.608087 15.556188 6.125825
INLAND 950 173.394547 84.062586 19.190963 20.608087 16.556188 6.125825
INLAND 951 170.051645 NA        20.954545 19.638325 15.809951 6.190111
INLAND 951 160.394547 80.062586 21.190963 19.608087 15.556188 5.125825
INLAND 951 166.394547 83.062586 19.190963 19.608087 15.556188 6.125825
INLAND 951 167.394547 78.062586 21.190963 19.608087 15.556188 6.125825
INLAND 951 168.394547 83.062586 21.190963 21.608087 15.556188 6.125825
INLAND 951 169.394547 83.062586 21.190963 19.608087 15.556188 6.125825
INLAND 951 169.394547 85.062586 19.190963 19.608087 15.556188 6.125825
INLAND 951 171.394547 82.062586 21.190963 19.608087 15.556188 5.125825
INLAND 951 172.394547 87.062586 21.190963 21.608087 16.556188 5.125825
INLAND 954 166.051645 NA        20.954545 19.638325 15.809951 6.190111
INLAND 954 158.394547 75.062586 21.190963 21.608087 15.556188 6.125825
INLAND 954 161.394547 78.062586 21.190963 17.608087 15.556188 6.125825
INLAND 954 167.394547 80.062586 19.190963 20.608087 15.556188 7.125825
INLAND 954 168.394547 80.062586 21.190963 21.608087 15.556188 7.125825
INLAND 981 166.051645 80.963572 18.954545 19.638325 15.809951 6.190111
INLAND 981 165.394547 81.062586 21.190963 19.608087 15.556188 8.125825
INLAND 981 167.394547 78.062586 19.190963 19.608087 14.556188 8.125825
INLAND 981 167.394547 78.062586 21.190963 19.608087 15.556188 6.125825
INLAND 981 169.394547 77.062586 19.190963 20.608087 16.556188 8.125825
INLAND 981 169.394547 81.062586 21.190963 19.608087 14.556188 6.125825
INLAND 981 169.394547 83.062586 21.190963 20.608087 15.556188 6.125825
INLAND 999 165.051645 NA        18.954545 19.638325 14.809951 6.190111
INLAND 999 159.394547 77.062586 19.190963 19.608087 15.556188 6.125825
INLAND 999 162.394547 79.062586 21.190963 20.608087 16.556188 6.125825
INLAND 999 165.394547 79.062586 19.190963 19.608087 15.556188 6.125825
INLAND 999 165.394547 79.062586 19.190963 19.608087 15.556188 6.125825
INLAND 999 167.394547 77.062586 21.190963 19.608087 15.556188 7.125825
INLAND 999 167.394547 78.062586 19.190963 19.608087 16.556188 6.125825
INLAND 999 168.394547 78.062586 21.190963 19.608087 15.556188 7.125825
INLAND 1006 169.051645 77.963572 18.954545 21.638325 16.809951 8.190111
INLAND 1006 163.394547 84.062586 21.190963 20.608087 15.556188 6.125825
INLAND 1006 166.394547 85.062586 21.190963 19.608087 15.556188 7.125825
INLAND 1006 170.394547 81.062586 19.190963 19.608087 15.556188 7.125825
INLAND 1010 167.051645 83.963572 20.954545 22.638325 15.809951 6.190111
INLAND 1010 164.394547 84.062586 21.190963 22.608087 15.556188 6.125825
INLAND 1010 165.394547 84.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1010 166.394547 82.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1010 168.394547 84.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1010 168.394547 85.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1016 162.051645 75.963572 18.954545 19.638325 15.809951 6.190111
INLAND 1016 158.394547 85.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1016 159.394547 82.062586 19.190963 19.608087 15.556188 6.125825
INLAND 1016 163.394547 80.062586 21.190963 19.608087 15.556188 7.125825
INLAND 1018 169.051645 79.963572 18.954545 19.638325 15.809951 6.190111
INLAND 1018 164.394547 89.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1018 167.394547 87.062586 21.190963 19.608087 15.556188 8.125825
INLAND 1018 165.394547 85.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1018 167.394547 84.062586 19.190963 18.608087 15.556188 6.125825
INLAND 1019 165.051645 76.963572 18.954545 19.638325 15.809951 7.190111
INLAND 1019 162.394547 84.062586 19.190963 19.608087 15.556188 6.125825
INLAND 1019 168.394547 80.062586 21.190963 18.608087 15.556188 7.125825
INLAND 1019 168.394547 81.062586 19.190963 19.608087 15.556188 6.125825
INLAND 1022 179.051645 77.963572 18.954545 19.638325 15.809951 8.190111
INLAND 1022 165.394547 88.062586 19.190963 19.608087 15.556188 7.125825
INLAND 1022 165.394547 91.062586 19.190963 19.608087 15.556188 7.125825
INLAND 1022 167.394547 85.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1022 167.394547 90.062586 19.190963 19.608087 15.556188 6.125825
INLAND 1022 168.394547 78.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1024 163.051645 77.963572 18.954545 19.638325 15.809951 7.190111
INLAND 1024 167.394547 79.062586 19.190963 19.608087 15.556188 6.125825
INLAND 1024 171.394547 84.062586 19.190963 19.608087 13.556188 6.125825
INLAND 1027 163.051645 82.963572 20.954545 19.638325 15.809951 6.190111
INLAND 1027 NA         NA        21.190963 19.608087 15.556188 6.125825
INLAND 1027 170.394547 86.062586 21.190963 19.608087 15.556188 5.125825
INLAND 1027 170.394547 86.062586 21.190963 19.608087 16.556188 4.125825
INLAND 1027 172.394547 87.062586 21.190963 19.608087 15.556188 4.125825
INLAND 1054 167.051645 NA        18.954545 19.638325 15.809951 6.190111
INLAND 1054 162.394547 81.062586 19.190963 19.608087 15.556188 8.125825
INLAND 1054 165.394547 82.062586 19.190963 19.608087 15.556188 6.125825
INLAND 1054 166.394547 83.062586 21.190963 16.608087 15.556188 8.125825
INLAND 1073 163.051645 75.963572 18.954545 19.638325 15.809951 6.190111
INLAND 1073 164.394547 74.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1080 166.051645 82.963572 18.954545 19.638325 15.809951 6.190111
INLAND 1080 165.394547 75.062586 21.190963 20.608087 15.556188 4.125825
INLAND 1080 170.394547 77.062586 19.190963 19.608087 15.556188 6.125825
INLAND 1080 170.394547 79.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1080 174.394547 81.062586 21.190963 20.608087 15.556188 6.125825
INLAND 1088 165.051645 80.963572 20.954545 23.638325 17.809951 7.190111
INLAND 1088 170.394547 81.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1088 173.394547 79.062586 21.190963 21.608087 14.556188 6.125825
INLAND 1088 174.394547 95.062586 21.190963 19.608087 14.556188 4.125825
INLAND 1090 166.051645 74.963572 20.954545 19.638325 15.809951 6.190111
INLAND 1090 168.394547 81.062586 21.190963 19.608087 15.556188 7.125825
INLAND 1102 168.051645 85.963572 20.954545 22.638325 15.809951 6.190111
INLAND 1102 NA         NA        19.190963 19.608087 15.556188 6.125825
INLAND 1102 175.394547 81.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1144 165.051645 81.963572 18.954545 19.638325 14.809951 6.190111
INLAND 1144 170.394547 85.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1144 174.394547 84.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1144 176.394547 79.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1162 170.051645 79.963572 18.954545 22.638325 16.809951 6.190111
INLAND 1162 166.394547 81.062586 19.190963 19.608087 15.556188 6.125825
INLAND 1162 171.394547 81.062586 21.190963 20.608087 15.556188 7.125825
INLAND 1162 173.394547 79.062586 19.190963 19.608087 16.556188 8.125825
INLAND 1162 173.394547 82.062586 19.190963 19.608087 15.556188 7.125825
INLAND 1166 166.051645 76.963572 18.954545 19.638325 15.809951 6.190111
INLAND 1166 168.394547 84.062586 21.190963 19.608087 15.556188 7.125825
INLAND 1166 169.394547 82.062586 21.190963 19.608087 14.556188 6.125825
INLAND 1166 170.394547 81.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1166 170.394547 81.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1166 172.394547 86.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1166 174.394547 86.062586 21.190963 19.608087 16.556188 7.125825
INLAND 1167 168.051645 82.963572 20.954545 19.638325 15.809951 6.190111
INLAND 1167 162.394547 83.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1167 163.394547 83.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1167 164.394547 85.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1167 166.394547 83.062586 21.190963 20.608087 17.556188 8.125825
INLAND 1178 168.051645 81.963572 18.954545 19.638325 15.809951 6.190111
INLAND 1178 158.394547 87.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1178 157.394547 86.062586 19.190963 19.608087 15.556188 6.125825
INLAND 1178 167.394547 86.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1178 160.394547 85.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1178 167.394547 88.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1178 171.394547 89.062586 19.190963 20.608087 15.556188 6.125825
INLAND 1178 178.394547 92.062586 19.190963 19.608087 15.556188 7.125825
INLAND 1181 163.051645 NA        18.954545 19.638325 15.809951 6.190111
INLAND 1181 NA         NA        19.190963 20.608087 15.556188 6.125825
INLAND 1181 NA         NA        21.190963 19.608087 15.556188 6.125825
INLAND 1181 NA         76.062586 17.190963 NA         NA       NA
INLAND 1181 164.394547 NA        19.190963 19.608087 15.556188 6.125825
INLAND 1182 166.051645 82.963572 20.954545 19.638325 15.809951 6.190111
INLAND 1182 NA         84.062586 19.190963 19.608087 15.556188 6.125825
INLAND 1195 169.051645 77.963572 20.954545 19.638325 16.809951 6.190111
INLAND 1195 161.394547 64.062586 21.190963 19.608087 16.556188 6.125825
INLAND 1195 162.394547 74.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1195 172.394547 76.062586 21.190963 19.608087 15.556188 7.125825
INLAND 1195 172.394547 77.062586 21.190963 18.608087 15.556188 6.125825
INLAND 1198 172.051645 83.963572 18.954545 19.638325 15.809951 6.190111
INLAND 1198 159.394547 81.062586 21.190963 19.608087 15.556188 5.125825
INLAND 1198 169.394547 83.062586 21.190963 19.608087 14.556188 4.125825
INLAND 1198 171.394547 84.062586 21.190963 20.608087 15.556188 5.125825
INLAND 1199 168.051645 77.963572 20.954545 19.638325 15.809951 5.190111
INLAND 1199 164.394547 64.062586 21.190963 20.608087 16.556188 6.125825
INLAND 1199 165.394547 73.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1199 165.394547 75.062586 21.190963 20.608087 15.556188 6.125825
INLAND 1199 166.394547 74.062586 21.190963 21.608087 16.556188 6.125825
INLAND 1199 166.394547 78.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1199 167.394547 77.062586 21.190963 19.608087 14.556188 6.125825
INLAND 1199 168.394547 76.062586 19.190963 19.608087 15.556188 6.125825
INLAND 1199 168.394547 81.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1199 169.394547 79.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1209 166.051645 NA        18.954545 19.638325 15.809951 6.190111
INLAND 1209 159.394547 73.062586 19.190963 19.608087 15.556188 6.125825
INLAND 1209 167.394547 79.062586 21.190963 19.608087 17.556188 6.125825
INLAND 1209 166.394547 80.062586 21.190963 20.608087 19.556188 7.125825
INLAND 1209 169.394547 77.062586 19.190963 20.608087 15.556188 6.125825
INLAND 1209 170.394547 75.062586 21.190963 20.608087 17.556188 7.125825
INLAND 1210 167.051645 80.963572 20.954545 19.638325 15.809951 6.190111
INLAND 1210 163.394547 81.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1210 164.394547 79.062586 21.190963 20.608087 15.556188 6.125825
INLAND 1210 164.394547 79.062586 21.190963 21.608087 15.556188 6.125825
INLAND 1210 165.394547 79.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1210 166.394547 79.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1210 169.394547 79.062586 21.190963 19.608087 15.556188 6.125825
INLAND 1214 161.051645 79.963572 20.954545 19.638325 15.809951 6.190111
INLAND 1214 161.394547 77.062586 21.190963 21.608087 15.556188 6.125825
INLAND 1214 164.394547 88.062586 21.190963 21.608087 15.556188 7.125825
INLAND 1214 164.394547 88.062586 21.190963 20.608087 15.556188 7.125825
INLAND 1215 160.051645 78.963572 18.954545 19.638325 17.809951 7.190111
INLAND 1215 164.394547 80.062586 21.190963 19.608087 15.556188 7.125825
